what,kind,bundleId,bundleVersion,description,time
started,bundle,com.adobe.flexbuilder.editors.derived,4.0.0.272416,"com.adobe.flexbuilder.editors.derived",1308924087828
started,bundle,com.adobe.flexbuilder.exportimport,4.0.0.272416,"com.adobe.flexbuilder.exportimport",1308924087828
started,bundle,com.adobe.flexbuilder.flashbridge,4.0.0.272416,"com.adobe.flexbuilder.flashbridge",1308924087829
started,bundle,com.adobe.flexbuilder.flexunit,4.0.0.272416,"com.adobe.flexbuilder.flexunit",1308924087829
started,bundle,com.adobe.flexbuilder.importartwork,4.0.0.272416,"com.adobe.flexbuilder.importartwork",1308924087829
started,bundle,com.adobe.flexbuilder.launching.ui,4.0.0.272416,"com.adobe.flexbuilder.launching.ui",1308924087829
started,bundle,com.adobe.flexbuilder.multisdk,4.0.0.272416,"com.adobe.flexbuilder.multisdk",1308924087829
started,bundle,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor",1308924087830
started,bundle,com.adobe.flexbuilder.mxmlmodel,4.0.0.272416,"com.adobe.flexbuilder.mxmlmodel",1308924087830
started,bundle,com.adobe.flexbuilder.project,4.0.0.272416,"com.adobe.flexbuilder.project",1308924087830
started,bundle,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.project.ui",1308924087830
started,bundle,com.adobe.flexbuilder.ui,4.0.0.272416,"com.adobe.flexbuilder.ui",1308924087831
started,bundle,com.adobe.flexbuilder.utils.osnative,4.0.0.272416,"com.adobe.flexbuilder.utils.osnative",1308924087831
started,bundle,com.adobe.flexide.amt,4.0.0.272416,"com.adobe.flexide.amt",1308924087831
started,bundle,com.adobe.flexide.as.core,4.0.0.272416,"com.adobe.flexide.as.core",1308924087831
started,bundle,com.adobe.flexide.css.core,4.0.0.272416,"com.adobe.flexide.css.core",1308924087831
started,bundle,com.adobe.flexide.editorcore,4.0.0.272416,"com.adobe.flexide.editorcore",1308924087832
started,bundle,com.adobe.flexide.launching,4.0.0.272416,"com.adobe.flexide.launching",1308924087832
started,bundle,com.adobe.flexide.mxml.core,4.0.0.272416,"com.adobe.flexide.mxml.core",1308924087832
started,bundle,com.adobe.flexide.nativelibs,4.0.0.272416,"com.adobe.flexide.nativelibs",1308924087832
started,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1308924087832
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1308924087832
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1308924087833
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1308924087833
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1308924087833
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1308924087833
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1308924087834
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1308924087834
started,bundle,org.tigris.subversion.subclipse.core,1.6.17,"org.tigris.subversion.subclipse.core",1308924087834
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1308924087834
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1308924087834
started,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1308924087834
started,bundle,org.eclipse.egit.core,0.11.3,"org.eclipse.egit.core",1308924087834
started,bundle,org.eclipse.egit.ui,0.11.3,"org.eclipse.egit.ui",1308924087835
started,bundle,org.eclipse.jgit,0.11.3,"org.eclipse.jgit",1308924087835
started,bundle,com.adobe.flash.codecoverage,1.0.0,"com.adobe.flash.codecoverage",1308924087835
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1308924087835
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1308924087836
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1308924087836
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1308924087836
os,sysinfo,,,"linux",1308924087838
arch,sysinfo,,,"x86_64",1308924087838
ws,sysinfo,,,"gtk",1308924087838
locale,sysinfo,,,"fr_FR",1308924087838
processors,sysinfo,,,"8",1308924087838
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1308924087838
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1308924087838
java.specification.name,sysinfo,,,"Java Platform API Specification",1308924087838
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308924087838
java.specification.version,sysinfo,,,"1.6",1308924087838
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308924087838
java.version,sysinfo,,,"1.6.0_22",1308924087838
java.vm.info,sysinfo,,,"mixed mode",1308924087838
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1308924087838
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308924087838
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308924087838
java.vm.specification.version,sysinfo,,,"1.0",1308924087838
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308924087838
java.vm.version,sysinfo,,,"20.0-b11",1308924087838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924088430
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308924090176
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308924090184
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1308924090193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924093131
started,bundle,org.eclipse.jst.jee.ui,1.0.302.v201009011600,"org.eclipse.jst.jee.ui",1308924100414
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.402.v201009081300,"org.eclipse.jst.j2ee.navigator.ui",1308924100417
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1308924100434
started,bundle,org.eclipse.wst.common.modulecore,1.2.6.v201103310300,"org.eclipse.wst.common.modulecore",1308924100436
started,bundle,org.eclipse.jst.j2ee.core,1.2.5.v201104261700,"org.eclipse.jst.j2ee.core",1308924100438
started,bundle,org.eclipse.jem,2.0.401.v201104271300,"org.eclipse.jem",1308924100443
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1308924100451
started,bundle,org.eclipse.wst.xml.core,1.1.504.v201104070043,"org.eclipse.wst.xml.core",1308924100452
started,bundle,org.eclipse.wst.validation,1.2.202.v201103212041,"org.eclipse.wst.validation",1308924100456
started,bundle,org.eclipse.jst.j2ee,1.1.405.v201104141500,"org.eclipse.jst.j2ee",1308924100469
started,bundle,org.eclipse.wst.jsdt.core,1.1.5.v201104272136,"org.eclipse.wst.jsdt.core",1308924100582
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1308924100618
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1308924100620
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1308924100621
started,bundle,org.eclipse.wst.jsdt.ui,1.1.5.v201104070556,"org.eclipse.wst.jsdt.ui",1308924100621
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1308924100654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1308924100677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1308924100677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924100684
started,bundle,org.eclipse.wst.sse.core,1.1.505.v201104070043,"org.eclipse.wst.sse.core",1308924100920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924102832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924128783
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924130971
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1308924146450
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308924150018
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308924155650
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308924161106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924167678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924175450
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924247493
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1308924248751
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1308924248756
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1308924256279
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1308924272006
started,bundle,com.adobe.flexbuilder.codemodel,4.0.0.272416,"com.adobe.flexbuilder.codemodel",1308924272181
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924272285
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1308924277005
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1308924277008
started,bundle,com.adobe.flexide.refactoring.core,4.0.0.272416,"com.adobe.flexide.refactoring.core",1308924277020
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1308924277078
opened,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924277102
activated,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924277195
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924277222
started,bundle,com.adobe.flexbuilder.debug,4.0.0.272416,"com.adobe.flexbuilder.debug",1308924279814
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308924279827
opened,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924279950
activated,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924279994
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308924280006
activated,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924280822
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308924283904
activated,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924285420
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308924290002
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924303221
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1308924309831
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1308924313152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924313165
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924316793
error,log,,,"Unable to create editor ID com.adobe.flexbuilder.ui.StartPage: An unexpected exception was thrown.",1308924317741
opened,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1308924317760
opened,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1308924317762
activated,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1308924317776
opened,view,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.packageexplorer",1308924317879
opened,view,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor.inspector.view.PropertiesView",1308924317908
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1308924317954
activated,perspective,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.mxml.ui.perspectives.development",1308924317991
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1308924318000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1308924318000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924318010
error,log,,,"Unable to create view ID com.adobe.flexbuilder.mxml.editor.AppearanceView: (class: com/adobe/flexbuilder/mxml/editor/views/AbstractDesignOnlyView$EditorListener, method: attachToEditor signature: (Lcom/adobe/flexbuilder/mxml/editor/MXMLEditor;)V) Incompatible argument to function",1308924318055
opened,view,org.eclipse.ui,3.6.1.M20100826-1330,"com.adobe.flexbuilder.mxml.editor.AppearanceView",1308924318067
closed,view,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor.inspector.view.PropertiesView",1308924318072
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"com.adobe.flexbuilder.mxml.editor.AppearanceView",1308924318079
activated,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924319475
closed,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1308924319475
error,log,,,"Unhandled event loop exception",1308924319520
error,log,,,"Unhandled event loop exception",1308924319523
activated,view,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.packageexplorer",1308924321047
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.linkWithEditor",1308924327779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924333074
opened,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924343602
activated,editor,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1308924343660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308924343975
error,log,,,"Unhandled event loop exception",1308924344024
error,log,,,"Unhandled event loop exception",1308924344029
error,log,,,"Unhandled event loop exception",1308924344032
error,log,,,"Unhandled event loop exception",1308924347596
error,log,,,"Unhandled event loop exception",1308924349157
error,log,,,"Unhandled event loop exception",1308924383447
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308924387000
error,log,,,"Unhandled event loop exception",1308924392945
error,log,,,"Unhandled event loop exception",1308924401149
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308924404610
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1308924414995
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1308924416466
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.copyLineUp",1308924424807
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1308924428755
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308924430796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1308924439362
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308924440450
